,Track URI,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,genres
293,spotify:track:285RX2xSWHVzpEwB362tFJ,0.477,0.0581,11,-21.258,0,0.0788,0.986,0.914,0.106,0.321,67.752,186000,4,Classical
294,spotify:track:1iuZ61HTKZzJVKtJclXMTy,0.265,0.0382,8,-25.648,0,0.0528,0.968,0.3,0.105,0.247,129.792,357522,4,Classical
295,spotify:track:2tObQO8pxckNOezskTjWVK,0.383,0.0179,2,-30.931,0,0.0455,0.993,0.949,0.0664,0.0387,63.586,250333,4,Classical
296,spotify:track:2NDy2v4hRRtdAlwz4rpEcG,0.251,0.0627,0,-22.505,1,0.0421,0.97,0.0355,0.0468,0.116,131.874,278133,3,Classical
297,spotify:track:6gi9UGQqI7ff5ABqz9fBEb,0.18,0.0262,2,-27.893,0,0.0427,0.731,0.00273,0.152,0.0717,128.253,219947,4,Classical
298,spotify:track:1NlyMdo77qHkUAHKg0uPh0,0.372,0.00366,7,-33.177,1,0.0618,0.965,0.955,0.109,0.441,168.383,206933,3,Classical
299,spotify:track:0Pm7u3A2z0KojTPCH8y0lh,0.123,0.0361,10,-27.776,0,0.0406,0.985,0.975,0.103,0.0577,92.51,85187,3,Classical
300,spotify:track:3TILjRV9ZYEEfJcF6Re3H4,0.0874,0.0169,0,-32.245,0,0.0478,0.937,0.773,0.108,0.05,85.068,198320,1,Classical
301,spotify:track:2W6AJAQi1lQU8wrZCnaZTy,0.347,0.0721,5,-22.657,1,0.0492,0.995,0.938,0.0818,0.213,74.416,196000,3,Classical
302,spotify:track:4lWYROZtRMgHmDpdUtTI22,0.16,0.231,0,-9.086,1,0.0381,0.728,0.0928,0.133,0.137,82.757,175240,4,Classical
303,spotify:track:5PwH7G4wPhk11QKx85j5uL,0.315,0.0904,10,-20.46,1,0.0424,0.988,0.879,0.11,0.1,97.132,191700,4,Classical
304,spotify:track:4I0Kmiieqw8EmKEbiZPQzJ,0.514,0.047,4,-21.004,1,0.0398,0.994,0.948,0.103,0.35,80.915,162985,4,Classical
305,spotify:track:6JWWuoeyToc9bBZkgWtQ9L,0.409,0.0178,4,-31.864,1,0.0458,0.994,0.88,0.078,0.161,117.639,208664,4,Classical
306,spotify:track:4vy1RotKCE0qpxw3GZyLXS,0.18,0.221,10,-11.331,1,0.0468,0.947,0.709,0.105,0.227,81.641,242003,4,Classical
307,spotify:track:0qoMHjrFq0g4QdMqxYhG9t,0.417,0.167,5,-20.207,1,0.0502,0.996,0.957,0.0971,0.429,71.525,187949,4,Classical
308,spotify:track:3sSESwCLq4g7WiXk6LJKbI,0.515,0.0695,5,-22.837,1,0.0342,0.992,0.934,0.0943,0.109,112.81,204560,4,Classical
309,spotify:track:4Z1xN1J50aIn1kqDmy0RNG,0.556,0.062,2,-22.154,1,0.0666,0.996,0.966,0.088,0.303,108.929,156081,4,Classical
310,spotify:track:5xqYtaFkLcLRe6IWLGoTuL,0.411,0.0189,2,-27.992,0,0.0345,0.976,0.917,0.0986,0.173,108.625,246027,3,Classical
311,spotify:track:1wBkkzmmI89hiSAvEhKsFO,0.343,0.0485,11,-22.44,0,0.0604,0.995,0.947,0.123,0.321,174.051,163268,4,Classical
312,spotify:track:025vpSSyndhVZezl8rUF6L,0.255,0.343,5,-8.117,1,0.031,0.927,0.867,0.164,0.116,140.527,295471,4,Classical
313,spotify:track:5An9TSZ5KmfsCLwBxq1VRA,0.455,0.0447,7,-27.079,1,0.0529,0.99,0.946,0.109,0.229,125.084,227750,5,Classical
314,spotify:track:38bPQvz2gp0uTG1bI6rVlT,0.449,0.0458,4,-28.797,1,0.0411,0.995,0.909,0.0762,0.215,111.617,188233,4,Classical
315,spotify:track:4cOUlfphQg9EvowvpwABvg,0.265,0.0163,4,-26.551,1,0.0397,0.994,0.911,0.0993,0.219,175.5,187013,3,Classical
316,spotify:track:685KqTbzJzUKcStO5m1VD8,0.447,0.0222,4,-30.609,1,0.0573,0.996,0.952,0.0839,0.33,63.894,181656,4,Classical
317,spotify:track:0KUi4dptCJzeEHPr38B7j9,0.423,0.0379,6,-26.551,1,0.066,0.994,0.931,0.0935,0.0695,121.328,142000,4,Classical
