,Track URI,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,genres,danceability_energy_ratio,danceability_valence_ratio
445,spotify:track:1Hgcm1fwOnJpkA8AB1fTso,0.767,0.906,4,-4.013,0,0.222,0.146,7.63e-06,0.0937,0.558,130.938,177986,4,Electronic,0.694902,0.42798600000000003
446,spotify:track:41aBRoaTTz9qq8UGIlykiZ,0.741,0.553,11,-5.182,0,0.0519,0.12,0.0,0.112,0.507,120.996,146077,4,Electronic,0.40977300000000005,0.375687
447,spotify:track:1ygqUb6onVW3tL19TtFVXp,0.543,0.6,4,-7.078,0,0.155,0.479,0.00904,0.149,0.439,122.357,155015,4,Electronic,0.32580000000000003,0.238377
448,spotify:track:63z4A77x6jOFhCmItHf9iK,0.863,0.587,9,-7.202,1,0.0457,0.0352,4.95e-06,0.382,0.631,110.045,144000,4,Electronic,0.506581,0.544553
449,spotify:track:4BtscbDsAeMeIXRCpEXMTH,0.608,0.866,6,-5.834,0,0.0546,0.0119,0.189,0.175,0.175,125.964,202942,4,Electronic,0.526528,0.1064
450,spotify:track:79xrGzqhv4y92SwvnjHB0N,0.569,0.843,1,-5.615,0,0.0347,0.000385,0.0,0.304,0.2,126.052,200001,4,Electronic,0.47966699999999995,0.1138
451,spotify:track:6JkQb1qCCJDBV7kW5vJUAH,0.573,0.982,0,-5.518,1,0.0576,0.0278,0.768,0.386,0.0617,135.034,181333,4,Electronic,0.5626859999999999,0.0353541
452,spotify:track:7MAtWjiry7hxPJEGlhoYtb,0.864,0.864,2,-3.78,1,0.0496,0.0617,0.024,0.0957,0.681,124.997,200565,4,Electronic,0.7464959999999999,0.588384
453,spotify:track:2eQf2Fn2FLifoOpXxdCYDn,0.709,0.837,1,-2.991,0,0.0706,0.155,0.0,0.103,0.563,124.069,137419,4,Electronic,0.593433,0.39916699999999994
454,spotify:track:13UpSgdIdEahEQoDZx5u3p,0.505,0.711,7,-4.626,1,0.0301,0.0247,0.0,0.47,0.321,126.064,159050,4,Electronic,0.359055,0.162105
455,spotify:track:1i61MuztaYujHNNyjSWSaW,0.745,0.744,9,-5.956,0,0.0398,0.0868,0.0,0.607,0.507,120.043,166500,4,Electronic,0.55428,0.377715
456,spotify:track:2EML6rWBVMjIKZz7x7K0J6,0.582,0.89,6,-3.896,1,0.0545,0.21,0.00765,0.0993,0.614,124.979,135975,4,Electronic,0.51798,0.35734799999999994
457,spotify:track:424bdPXDmsR1WgZoCUwxt4,0.641,0.857,1,-4.915,1,0.0962,0.164,7.58e-05,0.0967,0.504,119.91,205187,4,Electronic,0.549337,0.323064
458,spotify:track:51fq2czsk5tMwmkUwYtaku,0.764,0.719,11,-6.471,1,0.284,0.15,0.0,0.082,0.481,112.053,146414,4,Electronic,0.549316,0.367484
459,spotify:track:0sxyqnu0FUVV6mPogaZlTi,0.9,0.818,4,-7.753,0,0.183,0.0236,0.000932,0.423,0.273,129.961,182360,4,Electronic,0.7362,0.24570000000000003
460,spotify:track:4V1SO4C2wG9bTq6Cp7yYyA,0.58,0.857,0,-4.503,1,0.0523,0.0186,0.000104,0.0823,0.223,125.978,190476,4,Electronic,0.49705999999999995,0.12933999999999998
461,spotify:track:0DYvGgiNsMUbNq0jQAF4b1,0.827,0.57,1,-5.334,0,0.104,0.462,3.15e-06,0.235,0.64,120.169,138000,4,Electronic,0.4713899999999999,0.52928
462,spotify:track:3dNfM0sX2GNHPMi5ewnOLx,0.916,0.513,10,-5.223,0,0.0449,0.0245,0.00168,0.0871,0.757,127.975,162210,4,Electronic,0.46990800000000005,0.693412
463,spotify:track:5gqu7rZE6fTFwbN2metxv4,0.589,0.808,2,-4.338,0,0.0848,0.265,0.0,0.0513,0.342,165.852,177321,4,Electronic,0.475912,0.201438
464,spotify:track:6N5thJ3UQMpHdf2fYOB3XL,0.623,0.888,9,-5.122,0,0.0833,0.0321,0.0143,0.526,0.187,107.022,206211,4,Electronic,0.553224,0.116501
465,spotify:track:4d4jYEXxxPiMMXuHzCwvqC,0.613,0.883,5,-4.249,0,0.0371,0.182,1.35e-06,0.432,0.495,123.943,130645,4,Electronic,0.541279,0.303435
466,spotify:track:6IefsGUYN0q8BBrDq1EhiC,0.7,0.89,6,-5.656,0,0.0671,0.0347,0.00915,0.147,0.374,126.032,161905,4,Electronic,0.623,0.2618
467,spotify:track:712zMbj5Q5kekcq3FVGvXj,0.612,0.862,0,-4.497,0,0.0473,0.0203,6.16e-05,0.375,0.349,137.993,136960,4,Electronic,0.527544,0.21358799999999997
468,spotify:track:7Lijwh3vFfcvgLFNvPzKVL,0.629,0.688,2,-6.637,0,0.0807,0.0299,0.0,0.0976,0.5,127.017,139161,4,Electronic,0.43275199999999997,0.3145
469,spotify:track:0QN0xxypeEb1EGqgt1dkKm,0.686,0.884,10,-5.328,0,0.0574,0.00509,0.0439,0.283,0.117,150.032,160000,4,Electronic,0.6064240000000001,0.08026200000000001
470,spotify:track:4RYhLHuTUANM6jEA9NEJKx,0.712,0.917,6,-6.057,1,0.0903,0.152,0.0233,0.0678,0.659,127.018,201968,4,Electronic,0.652904,0.469208
471,spotify:track:1DGUyxq2FHcifMakIgDYLK,0.641,0.913,9,-2.118,0,0.0944,0.00198,0.00496,0.0842,0.22,140.011,149143,4,Electronic,0.585233,0.14102
472,spotify:track:3aKgH5UbVd2sF9Ljd1HYVX,0.762,0.849,5,-5.194,0,0.0619,0.118,0.000136,0.118,0.924,120.008,187300,4,Electronic,0.646938,0.704088
473,spotify:track:7jeQ0NzMcZUBqbmuG5H2oX,0.722,0.787,4,-5.988,0,0.281,0.2,3.23e-06,0.793,0.216,121.959,194759,4,Electronic,0.568214,0.15595199999999998
474,spotify:track:2PrPHFSqYQFjl4JabUKhbY,0.762,0.738,8,-5.501,1,0.0354,0.169,0.00829,0.14,0.552,120.017,158102,4,Electronic,0.562356,0.42062400000000005
475,spotify:track:0aCE83dwJQG93rk8r8Gt3B,0.769,0.643,4,-3.828,1,0.0588,0.28,0.0,0.537,0.79,99.923,134400,4,Electronic,0.49446700000000005,0.60751
476,spotify:track:5KkxBEAqnxcfibAepMZSyA,0.589,0.952,4,-5.858,0,0.0425,0.0155,0.795,0.675,0.0363,125.006,209714,4,Electronic,0.5607279999999999,0.0213807
477,spotify:track:3MaJDRWkvX2SxNF1v8DoUR,0.756,0.75,0,-8.66,0,0.14,0.129,1.42e-05,0.105,0.6,128.021,144375,4,Electronic,0.567,0.4536
478,spotify:track:2hbZucKg3a1MT4FpML20tQ,0.61,0.861,7,-4.669,0,0.0434,0.0102,0.0,0.114,0.0808,120.03,144497,4,Electronic,0.52521,0.049288
479,spotify:track:7KJkPTJ74wOyLoa8iVjHY9,0.626,0.815,0,-6.092,0,0.0888,0.0944,2.32e-06,0.148,0.467,123.996,166452,4,Electronic,0.5101899999999999,0.292342
480,spotify:track:3YCr7Q8EbWoGLByCTPmxoe,0.78,0.976,9,-4.039,0,0.132,0.0304,0.000886,0.0919,0.677,126.992,162520,4,Electronic,0.76128,0.5280600000000001
481,spotify:track:0rw2up89gUnQRD8mUXjrm1,0.676,0.876,0,-1.962,0,0.0468,0.238,0.384,0.375,0.323,127.986,244692,4,Electronic,0.592176,0.21834800000000001
482,spotify:track:0p874cho40bM8HTxGaorjx,0.559,0.519,11,-11.287,0,0.085,0.305,0.0148,0.194,0.241,100.037,142200,4,Electronic,0.290121,0.134719
483,spotify:track:1X7eCHIaD83s2r5i95ZXUC,0.516,0.786,10,-5.264,1,0.0412,0.000276,0.00369,0.305,0.164,174.035,266900,4,Electronic,0.40557600000000005,0.084624
484,spotify:track:0Tt2jli0yAD1MKSTb5MvS2,0.432,0.755,7,-8.457,0,0.0367,0.0234,0.595,0.551,0.656,188.932,246893,3,Electronic,0.32616,0.28339200000000003
485,spotify:track:3VvBPkc24zC7x05mgJTyGO,0.526,0.69,1,-3.591,0,0.0351,0.114,0.00216,0.0969,0.224,106.993,290467,4,Electronic,0.36294,0.11782400000000001
486,spotify:track:3LlmKSHR3Rs0Y3KHQLAYDk,0.673,0.914,10,-3.962,1,0.0496,0.229,0.000478,0.186,0.183,97.021,160427,4,Electronic,0.6151220000000001,0.123159
487,spotify:track:4XzeThE3txvCBIrP40tj85,0.606,0.884,8,-5.897,1,0.0412,0.00541,0.848,0.102,0.243,125.045,186285,4,Electronic,0.535704,0.147258
488,spotify:track:7KRQoq9GeWeCm0ZAXg5XMb,0.645,0.393,6,-17.543,0,0.043,0.00903,0.89,0.364,0.441,101.757,323187,4,Electronic,0.253485,0.284445
489,spotify:track:6gCkhtTNxRCTe5auCcGSzj,0.721,0.962,5,-3.256,0,0.134,0.0167,0.0145,0.899,0.432,122.971,209771,4,Electronic,0.6936019999999999,0.31147199999999997
490,spotify:track:0iC5kL638lgeJkn3A9oZx5,0.313,0.00253,3,-32.61,1,0.0353,0.92,0.798,0.0986,0.0391,140.041,120000,4,Electronic,0.0007918900000000001,0.0122383
491,spotify:track:6ibayfvVOby1NSKJFohtZp,0.671,0.949,7,-2.44,0,0.0829,0.0037,3.83e-05,0.374,0.0724,128.028,185391,4,Electronic,0.636779,0.04858040000000001
492,spotify:track:2bhx2BP0pmsPSQ11dMnE5H,0.559,0.922,11,-1.608,0,0.0358,0.0716,0.000121,0.348,0.352,128.088,198750,4,Electronic,0.515398,0.196768
493,spotify:track:0vb2WncbTpBlbQB06U10wb,0.774,0.387,2,-11.04,0,0.0933,0.825,0.00134,0.147,0.333,110.014,198620,4,Electronic,0.299538,0.257742
494,spotify:track:0EB9I85mW2YnjfZmvT8CAc,0.611,0.767,11,-4.048,0,0.0523,0.014,0.000663,0.113,0.129,173.942,223804,4,Electronic,0.468637,0.078819
495,spotify:track:5KcKUpTEHMfcoAps9d5BvY,0.56,0.97,5,-2.858,0,0.051,0.000154,0.718,0.0763,0.269,100.09,279600,4,Electronic,0.5432,0.15064000000000002
496,spotify:track:47qYqGPgMTh3l1PRKBHEfI,0.707,0.88,4,-3.211,0,0.0317,0.00424,0.0379,0.0534,0.565,105.003,249286,4,Electronic,0.6221599999999999,0.39945499999999995
497,spotify:track:1DpcBu9lrHO6tmboAkdY4B,0.805,0.758,4,-4.819,1,0.0483,0.000875,0.335,0.125,0.423,127.95,230635,4,Electronic,0.61019,0.340515
498,spotify:track:5SfcsMI2nJhdZpmwCcNEGf,0.716,0.881,11,-7.027,0,0.0536,0.000561,0.67,0.216,0.293,123.984,220887,4,Electronic,0.630796,0.20978799999999997
499,spotify:track:0MyY4WcN7DIfbSmp5yej5z,0.806,0.7,0,-5.269,0,0.0752,0.00196,0.891,0.267,0.892,111.215,328680,4,Electronic,0.5642,0.718952
500,spotify:track:2kHThfsaP12zxe136zAkmU,0.679,0.585,1,-9.655,0,0.0303,0.438,0.173,0.105,0.477,120.011,172000,4,Electronic,0.397215,0.32388300000000003
501,spotify:track:47FTmnPREHakiHycAxICUo,0.547,0.695,1,-7.874,1,0.156,0.000743,0.743,0.0932,0.254,134.969,208000,4,Electronic,0.380165,0.138938
502,spotify:track:0dZ8mcRlvdvHfUEwxPkb5B,0.599,0.389,7,-12.246,1,0.0753,0.796,0.897,0.125,0.441,192.005,287500,4,Electronic,0.233011,0.264159
503,spotify:track:61k7xAKMsuvTf2j2YnieSi,0.592,0.956,0,-2.068,0,0.044,0.105,0.00289,0.344,0.193,128.084,236255,4,Electronic,0.5659519999999999,0.114256
504,spotify:track:5NcYCtoBkAGyxL5SCF64av,0.742,0.764,0,-2.864,1,0.0492,0.0454,2.64e-06,0.275,0.183,128.025,189390,4,Electronic,0.5668880000000001,0.135786
