,Track URI,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,genres
190,,0.898,0.64,5,-8.796,0,0.255,0.0212,0,0.0919,0.68,149.988,153600,4,hiphop
191,,0.874,0.443,5,-9.628,0,0.241,0.147,0,0.124,0.298,118.004,235988,4,hiphop
192,,0.855,0.651,0,-8.044,0,0.235,0.063,0,0.0772,0.559,111.997,193027,4,hiphop
193,,0.902,0.669,1,-5.049,1,0.457,0.161,0,0.0728,0.628,139.949,112547,4,hiphop
194,,0.946,0.483,0,-8.24,1,0.148,0.0117,3.49E-06,0.328,0.429,123.041,197381,4,hiphop
195,,0.87,0.561,7,-10.388,1,0.186,0.0124,0,0.103,0.691,100.458,156368,4,hiphop
196,,0.759,0.538,8,-8.256,0,0.384,0.151,0,0.126,0.831,146.933,184490,4,hiphop
197,,0.819,0.651,1,-5.829,1,0.169,0.00639,0,0.122,0.501,139.957,185786,4,hiphop
198,,0.938,0.613,11,-7.959,0,0.22,0.0312,0.000162,0.0982,0.275,99.938,128667,4,hiphop
199,,0.912,0.608,1,-7.686,1,0.397,0.0458,0,0.248,0.327,136.994,136900,4,hiphop
200,,0.836,0.54,1,-8.629,1,0.327,0.158,0,0.302,0.277,121.979,153392,4,hiphop
201,,0.869,0.298,2,-12.076,1,0.386,0.2,0,0.0753,0.178,77.47,161355,4,hiphop
202,,0.841,0.732,7,-5.186,0,0.19,0.0115,2.18E-05,0.136,0.576,149.012,143480,4,hiphop
203,,0.867,0.744,2,-5.171,1,0.227,0.268,0,0.0713,0.645,84.005,173288,4,hiphop
204,,0.794,0.756,5,-7.16,0,0.136,0.11,0,0.247,0.775,123.066,156498,4,hiphop
205,,0.884,0.423,6,-10.181,0,0.275,0.115,0,0.0895,0.259,95.753,159973,4,hiphop
206,,0.919,0.622,1,-7.384,1,0.0997,0.228,4.24E-06,0.122,0.424,140.022,205803,4,hiphop
207,,0.781,0.726,0,-4.213,1,0.0836,0.0299,0,0.093,0.436,139.988,181714,4,hiphop
208,,0.688,0.842,2,-4.211,1,0.264,0.0499,0,0.241,0.416,159.897,185856,4,hiphop
209,,0.5,0.69,8,-4.448,1,0.312,0.159,0,0.104,0.371,180.206,244511,3,hiphop
210,,0.83,0.644,10,-5.431,0,0.407,0.0298,0,0.11,0.227,155.103,173419,4,hiphop
211,,0.953,0.621,8,-7.638,0,0.221,0.017,0,0.0398,0.883,123.016,152333,4,hiphop
212,,0.855,0.478,1,-8.31,1,0.345,0.145,0,0.101,0.536,153.074,158431,4,hiphop
213,,0.776,0.688,1,-5.75,1,0.127,0.00645,0,0.0757,0.43,99.122,179533,4,hiphop
214,,0.883,0.657,8,-5.748,1,0.305,0.0603,0,0.128,0.284,124.992,172933,4,hiphop
215,,0.62,0.586,1,-6.612,1,0.212,0.155,0,0.535,0.487,137.131,130980,4,hiphop
216,,0.85,0.664,6,-8.119,0,0.261,0.322,0,0.0475,0.743,144.108,160000,4,hiphop
217,,0.676,0.61,1,-9.185,1,0.273,0.000114,1.73E-06,0.191,0.519,156.005,186538,4,hiphop
218,,0.893,0.618,7,-4.425,0,0.112,0.0827,0,0.542,0.389,119.099,161377,4,hiphop
219,,0.849,0.536,1,-7.307,1,0.349,0.0239,0,0.126,0.308,141.964,122587,4,hiphop
220,,0.696,0.708,9,-4.737,1,0.0438,0.000113,0,0.444,0.287,142.026,168161,4,hiphop
221,,0.911,0.573,2,-5.573,1,0.163,0.0112,5.83E-05,0.131,0.145,144.026,271840,4,hiphop
222,,0.81,0.379,1,-6.77,1,0.27,0.00976,0,0.112,0.381,87.572,142629,4,hiphop
223,,0.671,0.833,5,-5.152,0,0.395,0.0825,0,0.0726,0.702,79.351,233278,4,hiphop
224,,0.907,0.59,5,-6.128,0,0.108,0.18,0,0.184,0.681,134.902,199111,4,hiphop
225,,0.906,0.807,2,-4.401,1,0.294,0.177,0,0.11,0.813,96.961,158350,4,hiphop
226,,0.847,0.629,9,-5.81,1,0.102,0.0318,0,0.152,0.109,135.976,255532,4,hiphop
227,,0.789,0.71,5,-6.165,0,0.0681,0.128,0,0.112,0.188,138.033,183187,4,hiphop
228,,0.801,0.794,6,-4.674,0,0.315,0.0771,0,0.204,0.757,119.044,217815,4,hiphop
229,,0.8,0.809,9,-5.201,1,0.286,0.0554,0,0.796,0.771,140.075,170963,4,hiphop
230,,0.732,0.6,6,-9.057,0,0.241,0.00385,0.000114,0.112,0.436,167.973,160203,4,hiphop
231,,0.559,0.666,11,-6.582,0,0.362,0.0342,0,0.152,0.551,145.596,200440,4,hiphop
232,,0.797,0.771,1,-6.578,1,0.31,0.322,0.0481,0.13,0.458,140.239,165909,4,hiphop
233,,0.938,0.606,6,-6.396,0,0.419,0.117,0,0.528,0.706,121.108,123673,4,hiphop
234,,0.841,0.728,7,-3.37,1,0.0484,0.0847,0,0.149,0.43,130.049,243837,4,hiphop
235,,0.802,0.785,9,-4.781,1,0.207,0.14,0,0.123,0.435,99.998,206400,4,hiphop
236,,0.548,0.805,7,-5.732,1,0.351,0.212,0.000389,0.408,0.648,142.094,216387,4,hiphop
237,,0.598,0.427,7,-8.764,0,0.0317,0.0546,5.83E-06,0.21,0.0605,76.469,175721,4,hiphop
238,,0.736,0.704,3,-7.409,0,0.0615,0.0203,0,0.0501,0.894,149.995,212000,4,hiphop
239,,0.79,0.67,1,-5.527,1,0.105,0.377,2.32E-06,0.119,0.408,139.956,195950,4,hiphop
